signature,compound,overlap,p,direction,z-sum
Cigarette smoke-dn,Cigarette,4,0.855619075125815,dn,-0.06771954185467231
Nsc319726-up,Nsc319726,6,0.37109713108825787,up,-0.4305124031218578
Nsc319726-dn,Nsc319726,2,0.9851033570598337,dn,-0.0065182009278951306
Interferon gamma-1b-up,Interferon,9,0.10137517583725714,up,-0.9940683794877245
Interferon gamma-1b-dn,Interferon,1,0.996890178732387,dn,-0.0013526826086486495
Angiotensin ii-up,Angiotensin,1,0.9241484054323028,up,-0.0342582815017173
Angiotensin ii-dn,Angiotensin,3,0.9863142014427939,dn,-0.005984713643254732
Luteolin-up,Luteolin,15,4.8953805816259663e-05,up,-4.310213539187698
Luteolin-dn,Luteolin,4,0.887258347886881,dn,-0.051949905844384595
Interferon beta-1a-up,Interferon,4,0.9151974112059642,up,-0.038485217026307424
Mercury-up,Mercury,12,0.06295901021367918,up,-1.2009421081921352
Mercury-dn,Mercury,2,0.9292473475292137,dn,-0.03186866989332877
Nitric oxide-up,Nitric,8,0.4008190707980676,up,-0.3970516231055612
Nitric oxide-dn,Nitric,1,0.9889979137940541,dn,-0.004804624508670957
"3h-1,2-dithiole-3-thione-up",3h,5,0.6614943765994683,up,-0.17947384342236247
"3h-1,2-dithiole-3-thione-dn",3h,4,0.7982826256997755,dn,-0.09784332287078377
Motexafin gadolinium-up,Motexafin,18,2.9962300449359994e-05,up,-4.523424845374824
Motexafin gadolinium-dn,Motexafin,1,0.9953903814026358,dn,-0.0020065602204282526
"2,3,7,8-tetrachlorodibenzo-p-dioxin (tcdd)-up","2,3,7,8",31,2.3433618030171937e-13,up,-12.630160653390524
Halothane-up,Halothane,7,0.5470094245549628,up,-0.26200519103959546
Halothane-dn,Halothane,2,0.9392353240879241,dn,-0.027225582229365313
Trichostatin a-up,Trichostatin,5,0.9954342597892968,up,-0.00198741625283766
Anastrozole-up,Anastrozole,14,3.9600876508861016e-05,up,-4.402295201479817
Anastrozole-dn,Anastrozole,3,0.9681955249899944,dn,-0.014036929004200881
4-hydroxynonenal-up,4,20,0.00019355367710211698,up,-3.7131985736088367
4-hydroxynonenal-dn,4,1,0.9738403244456529,dn,-0.01151224630106281
Bicalutamide-up,Bicalutamide,31,3.049884914947753e-07,up,-6.515716548110959
Carboplatin-up,Carboplatin,15,0.0003328618637119472,up,-3.4777359595090247
Carboplatin-dn,Carboplatin,1,0.9971939902768078,dn,-0.001220347494261835
Gamma-tocotrienol-up,Gamma,12,0.015032563817291613,up,-1.8229669437812315
Gamma-tocotrienol-dn,Gamma,1,0.9958398650472133,dn,-0.0018104922165302435
Phorbol 12-myristate 13-acetate (pma)-up,Phorbol,9,0.1222575206162844,up,-0.9127244159532786
Phorbol 12-myristate 13-acetate (pma)-dn,Phorbol,1,0.9957681010882787,dn,-0.001841790234923686
Nvp-tnks656 (tankyrase inhibitor)-up,Nvp,7,0.8580693456577337,up,-0.06647761282784319
Fgfr-specific pd173074 inhibitor-up,Fgfr,5,0.44087112469117773,up,-0.3556883448070378
Fgfr-specific pd173074 inhibitor-dn,Fgfr,6,0.6191973254466336,dn,-0.20817092820739436
Nvp-tnks656-up,Nvp,13,0.16397372759855428,up,-0.7852257304461783
Nvp-tnks656-dn,Nvp,1,0.9188455929676517,dn,-0.036757463321372655
Aplidin-up,Aplidin,13,0.038117693037279264,up,-1.4188733916511702
Aplidin-dn,Aplidin,3,0.778208462930061,dn,-0.10890405060264209
Nicotine-up,Nicotine,4,0.9818647618653231,up,-0.007948326082993304
Nicotine-dn,Nicotine,1,0.9467673414001776,dn,-0.023756731408686536
Vitamin a-up,Vitamin,9,0.34050692431876056,up,-0.4678740521422318
Vitamin a-dn,Vitamin,2,0.9131242008390339,dn,-0.0394701468134551
Trovafloxacin-up,Trovafloxacin,16,0.027091569358784588,up,-1.5671658364537606
Trovafloxacin-dn,Trovafloxacin,1,0.9278769797614561,dn,-0.03250959980737557
Levofloxacin-up,Levofloxacin,5,0.6840286448944393,up,-0.1649257110589686
Levofloxacin-dn,Levofloxacin,2,0.9744308556098933,dn,-0.01124897244421891
Methamphetamine-up,Methamphetamine,9,0.09781588065599225,up,-1.0095906306789315
Methamphetamine-dn,Methamphetamine,5,0.674912499864386,dn,-0.17075252833830273
Grepafloxacin-up,Grepafloxacin,23,0.0001325234047354357,up,-3.8777074149360375
Grepafloxacin-dn,Grepafloxacin,1,0.9023285464737762,dn,-0.044635302878456636
Gatifloxacin-up,Gatifloxacin,5,0.5616833502743608,up,-0.25050844952805956
Gatifloxacin-dn,Gatifloxacin,2,0.9841997497088352,dn,-0.006916749747056464
Clinafloxacin-up,Clinafloxacin,8,0.6156977071975466,up,-0.2106324636787922
Clinafloxacin-dn,Clinafloxacin,1,0.966274808767013,dn,-0.01489934257188304
Colistin-up,Colistin,8,0.3392371201984581,up,-0.4694966321956323
Colistin-dn,Colistin,1,0.9925647496740886,dn,-0.0032411525659275945
Bortezomib-up,Bortezomib,11,0.04678878051781073,up,-1.3298582739206075
Bortezomib-dn,Bortezomib,1,0.9946240144577662,dn,-0.002341059259647152
Phorbol ester 12-o-tetradecanoylphorbol-13-acetate (tpa)-up,Phorbol,1,0.97096245997926,up,-0.012797560760399838
Phorbol ester 12-o-tetradecanoylphorbol-13-acetate (tpa)-dn,Phorbol,2,0.9916576095012622,dn,-0.0036382512045929237
Cocaine-up,Cocaine,10,0.08478023277939642,up,-1.0717053953324525
Cocaine-dn,Cocaine,7,0.26452972730090835,dn,-0.5775255157751202
Imiquimod-up,Imiquimod,6,0.6940302268713057,up,-0.15862161444782055
Imiquimod-dn,Imiquimod,2,0.9417189669842108,dn,-0.026078682448907212
Troglitazone-up,Troglitazone,3,0.9379449939848987,up,-0.0278226301809556
Troglitazone-dn,Troglitazone,3,0.902052806718468,dn,-0.044768037851462265
"3,3',4,4'-tetrachlorobiphenyl-up","3,3',4,4'",23,2.5390759047034887e-08,up,-7.595324315864705
"3,3',4,4'-tetrachlorobiphenyl-dn","3,3',4,4'",2,0.9708867750159704,dn,-0.012831414636739974
"Puromycin, ec50, 5 d-up","Puromycin,",4,0.19488133340539224,up,-0.7102297575333493
"Puromycin, ec50, 5 d-dn","Puromycin,",5,0.9141749097561759,dn,-0.03897070243410139
Foretinib-up,Foretinib,6,0.5214478839091591,up,-0.2827890906155838
Foretinib-dn,Foretinib,2,0.9729101276414898,dn,-0.011927275735825204
Sirolimus-up,Sirolimus,20,0.0009337815685629434,up,-3.0297547026373897
Laminin-up,Laminin,17,0.0006081111401589809,up,-3.216017040551714
Laminin-dn,Laminin,2,0.9417189669842108,dn,-0.026078682448907212
Formoterol-up,Formoterol,27,1.1585584203616169e-07,up,-6.936082062002631
Formoterol-dn,Formoterol,1,0.9651138260894758,dn,-0.015421462690091984
Neocarzinostatin-up,Neocarzinostatin,6,0.5981283370221305,up,-0.2232056218968375
Neocarzinostatin-dn,Neocarzinostatin,5,0.5719184806011841,dn,-0.2426658697176374
"Puromycin, ec50, 1 d-up","Puromycin,",12,0.0047501764234063,up,-2.3232902602090335
"Puromycin, ec50, 1 d-dn","Puromycin,",2,0.9844305003879447,dn,-0.0068149391128993365
"Puromycin, ec50, 3 d-up","Puromycin,",7,0.33001778201528736,up,-0.4814626588401207
"Puromycin, ec50, 3 d-dn","Puromycin,",1,0.9964336190071322,dn,-0.001551628081561392
Sb 216763-up,Sb,2,0.9858996234146675,up,-0.006167299273997521
Sb 216763-dn,Sb,2,0.9507250792347102,dn,-0.0219450496583695
Triiodothyronine-[13c6] hydrochloride (t3 thyronine)-up,Triiodothyronine,7,0.6984065195939226,up,-0.15589171516381373
Triiodothyronine-[13c6] hydrochloride (t3 thyronine)-dn,Triiodothyronine,3,0.6986963837146467,dn,-0.15571150454419452
R1881-up,R1881,10,0.09409035901391372,up,-1.0264548743576773
R1881-dn,R1881,1,0.9942439140761116,dn,-0.0025070587189007037
Mk-886-up,Mk,10,0.07056805626082072,up,-1.1513918446861084
1-[3-(trifluoromethyl)phenyl]piperazine-up,1,5,0.634513180959725,up,-0.19755935172748496
1-[3-(trifluoromethyl)phenyl]piperazine-dn,1,5,0.6699188404943268,dn,-0.1739778081356597
1-(4-methoxyphenyl)piperazine-up,1,10,0.08936184088232516,up,-1.0488478931959302
1-(4-methoxyphenyl)piperazine-dn,1,4,0.7567926275327634,dn,-0.12102310736397301
Hydrocortisone-up,Hydrocortisone,14,0.018883021470575377,up,-1.723928513056521
Hydrocortisone-dn,Hydrocortisone,1,0.9831704890186552,dn,-0.0073711657691836185
1-benzylpiperazine-up,1,6,0.6618036466062278,up,-0.17927084416226546
1-benzylpiperazine-dn,1,6,0.3250452068579955,dn,-0.48805623371762935
Sapphyrin pci-2050 (1.25 &icirc;&frac14;m)-up,Sapphyrin,19,0.0005637018457557621,up,-3.2489505431464076
Sapphyrin pci-2050 (1.25 &icirc;&frac14;m)-dn,Sapphyrin,1,0.9720059706366097,dn,-0.01233106737149385
Sapphyrin pci-2050 (2.5 &icirc;&frac14;m)-up,Sapphyrin,19,2.1206787008942784e-06,up,-5.673525125447933
Sapphyrin pci-2050 (2.5 &icirc;&frac14;m)-dn,Sapphyrin,4,0.8185735233819064,dn,-0.0869423066429804
Pbde 85-up,Pbde,8,0.5229367281037643,up,-0.2815508547229638
Pbde 85-dn,Pbde,3,0.7328067816834183,dn,-0.13501052018892562
Heregulin-up,Heregulin,2,0.9684159243816938,up,-0.013938077745137868
Heregulin-dn,Heregulin,4,0.8305970755678191,dn,-0.08060960232196862
L-arginine-up,L,6,0.6014589011387821,up,-0.2207940435002867
L-arginine-dn,L,2,0.9559771458412796,dn,-0.01955249010220699
Carboplatin (30 h)-up,Carboplatin,4,0.8868009267320218,up,-0.05217386170730927
Carboplatin (30 h)-dn,Carboplatin,1,0.9932880995069155,dn,-0.0029247677392215017
Carboplatin (24 h)-up,Carboplatin,3,0.8686961894529914,up,-0.06113208352116606
Carboplatin (36 h)-up,Carboplatin,4,0.8635650578555987,up,-0.06370493869481163
Carboplatin (36 h)-dn,Carboplatin,2,0.9659127995806833,dn,-0.015062078936800841
Laccaic acid-up,Laccaic,20,0.00022992239569591448,up,-3.6384187240180634
Laccaic acid-dn,Laccaic,2,0.8538628579694771,dn,-0.06861187733197119
Sunitinib-up,Sunitinib,8,0.6570536858211817,up,-0.18239914413374603
Sunitinib-dn,Sunitinib,4,0.3684355371214941,dn,-0.43363848696751284
Ursodeoxycholic acid-up,Ursodeoxycholic,17,0.0006742422953272259,up,-3.17118400759808
Ursodeoxycholic acid-dn,Ursodeoxycholic,1,0.9891835950989277,dn,-0.0047230947137825545
"1,25 dihydroxyvitamin d-up","1,25",21,3.072007507697279e-05,up,-4.5125777272643814
"1,25 dihydroxyvitamin d-dn","1,25",1,0.9813655859669236,dn,-0.008169175707781511
Hodgkin lymphoma-up,Hodgkin,12,0.021310725357551553,up,-1.6714017678634232
Hodgkin lymphoma-dn,Hodgkin,1,0.9947150705003122,dn,-0.0023013021994774665
1-piperonylpiperazine-up,1,12,0.05071366624197768,up,-1.2948749918756062
1-piperonylpiperazine-dn,1,4,0.6433661049306101,dn,-0.19154182318126453
Capsaicin-up,Capsaicin,7,0.452181702865462,up,-0.3446870149790121
Capsaicin-dn,Capsaicin,3,0.8792001685546966,dn,-0.055912237324366086
Antimony-up,Antimony,15,0.009234739493265877,up,-2.0345753512505804
Antimony-dn,Antimony,5,0.37629307582686644,dn,-0.42447377306427225
Telapristone acetate-up,Telapristone,20,1.0254185072102815e-05,up,-4.9890988484844945
Chromium-up,Chromium,10,0.1797333776213062,up,-0.7453712641781935
Chromium-dn,Chromium,2,0.9357680249947518,dn,-0.02883179864542658
"1,2,4-benzenetriol-up","1,2,4",8,0.2610819157373381,up,-0.5832232092474634
Promegestone-up,Promegestone,15,0.0026155121153872266,up,-2.5824432639242025
Promegestone-dn,Promegestone,2,0.9553510376102977,dn,-0.019837020369557243
Testosterone-up,Testosterone,7,0.2658100548311764,up,-0.5754285949692672
Testosterone-dn,Testosterone,5,0.6967663555475221,dn,-0.15691282808194332
Tibolone-up,Tibolone,4,0.8278404504363164,up,-0.08205335665949012
Creatine-up,Creatine,4,0.8739810286946343,up,-0.05849799439380823
Sulforaphane-up,Sulforaphane,22,1.2841456974272953e-06,up,-5.89138569900939
Sulforaphane-dn,Sulforaphane,1,0.9911828536993176,dn,-0.003846219352109274
Calcitonin-up,Calcitonin,7,0.7163934406136577,up,-0.14484839925842571
Y15-up,Y15,4,0.5930977808673719,up,-0.22687370091837325
Y15-dn,Y15,4,0.9078673795350387,dn,-0.04197758819997905
Temozolomide-up,Temozolomide,16,0.0004751129627084447,up,-3.3232031203786274
Temozolomide-dn,Temozolomide,3,0.8911592588102527,dn,-0.05004467638751275
